ID,PW,PH(V),PH(V)/PW,PH,PH/PW,SA,SA/PH(V)*PW,IFD,SFD,G_g,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,LD1,LD2,LD3,LD4,LD5,LD6,WC,IDNumber,Type
134,1221,1281,1.049140049,1375.221636,1.126307646,399851.833,0.26,1.815,1.564,15.36137459,0.298,0.161,0.099,0.07,0.052,0.044,0.037,0.035,0.035,0.04,0.05,0.08,0.064,0.315,0.197,0.127,0.092,0.205,0.811616428,101,
135,1217,1206,0.99096138,1307.939314,1.074724169,369142.25,0.25,1.783,1.563,15.56726721,0.282,0.183,0.126,0.087,0.066,0.051,0.038,0.033,0.032,0.036,0.039,0.027,0.056,0.346,0.229,0.149,0.1,0.12,0.776196369,102,
136,1058,1402,1.325141777,1620.604222,1.531762024,255155.083,0.17,1.731,1.503,15.47634517,0.353,0.173,0.113,0.083,0.07,0.062,0.049,0.035,0.021,0.013,0.011,0.016,0.072,0.372,0.235,0.157,0.088,0.076,0.753756394,103,
137,1065,1549,1.454460094,1645.670185,1.54523022,336083.417,0.2,1.772,1.541,15.54456414,0.327,0.183,0.107,0.072,0.054,0.045,0.042,0.047,0.048,0.034,0.025,0.016,0.058,0.365,0.215,0.149,0.101,0.113,0.766757174,104,
138,983,1091,1.109867752,1210.313984,1.231245152,169708.75,0.16,1.692,1.466,15.0350611,0.404,0.182,0.107,0.079,0.063,0.048,0.033,0.023,0.016,0.014,0.013,0.018,0.093,0.402,0.231,0.14,0.068,0.066,0.811371713,105,
139,1224,1604,1.310457516,1668.097625,1.362824857,350043.333,0.18,1.792,1.551,15.23228506,0.268,0.164,0.114,0.086,0.07,0.057,0.051,0.05,0.044,0.037,0.029,0.029,0.058,0.314,0.224,0.155,0.131,0.119,0.841508758,106,
140,1228,1162,0.946254072,1248.572559,1.016752899,420406.167,0.29,1.857,1.587,15.2904517,0.257,0.14,0.089,0.071,0.057,0.047,0.042,0.04,0.044,0.045,0.06,0.107,0.053,0.284,0.181,0.131,0.099,0.253,0.797464016,107,
141,1227,1504,1.225753871,1695.802111,1.38207181,563782.5,0.31,1.829,1.61,15.59187698,0.255,0.16,0.113,0.079,0.063,0.053,0.045,0.039,0.036,0.043,0.055,0.057,0.056,0.299,0.202,0.13,0.096,0.217,0.843722489,108,
142,1201,944,0.786011657,1447.781003,1.205479603,498105.75,0.44,1.865,1.612,15.25984886,0.207,0.139,0.094,0.072,0.057,0.049,0.047,0.046,0.052,0.059,0.072,0.106,0.035,0.252,0.181,0.137,0.122,0.273,0.823678036,109,
143,982,1462,1.488798371,1495.274406,1.522682695,315986.5,0.22,1.789,1.536,15.08514666,0.315,0.175,0.111,0.078,0.055,0.04,0.035,0.028,0.025,0.032,0.042,0.064,0.07,0.356,0.205,0.113,0.078,0.178,0.828957658,110,
144,1226,1068,0.871125612,1408.203166,1.148615959,234322.667,0.18,1.719,1.507,14.8191914,0.381,0.213,0.123,0.081,0.052,0.038,0.029,0.024,0.018,0.015,0.013,0.015,0.064,0.431,0.248,0.133,0.065,0.058,0.847258573,111,
145,773,1012,1.309184994,1016.382586,1.314854574,191535.167,0.24,1.806,1.485,14.5188721,0.246,0.173,0.116,0.082,0.059,0.046,0.034,0.03,0.033,0.037,0.055,0.089,0.064,0.303,0.208,0.126,0.08,0.22,0.839722406,112,
146,842,1064,1.263657957,1289.469657,1.531436647,209250.25,0.23,1.812,1.496,14.88126001,0.294,0.137,0.089,0.072,0.058,0.048,0.04,0.047,0.052,0.052,0.056,0.054,0.065,0.295,0.185,0.147,0.121,0.188,0.744231851,113,
147,960,1105,1.151041667,1136.435356,1.183786829,295430.083,0.28,1.835,1.543,14.97406794,0.253,0.153,0.096,0.071,0.055,0.047,0.041,0.039,0.039,0.045,0.058,0.104,0.055,0.276,0.187,0.126,0.094,0.262,0.789452167,114,
148,1224,1180,0.964052288,1236.699208,1.01037517,352241.667,0.24,1.825,1.551,15.14853887,0.255,0.15,0.092,0.068,0.054,0.05,0.046,0.047,0.051,0.056,0.067,0.063,0.053,0.284,0.185,0.131,0.119,0.229,0.762554612,115,
149,945,1280,1.354497354,1277.596306,1.351953763,148362,0.12,1.72,1.439,14.54148942,0.382,0.16,0.091,0.075,0.072,0.063,0.046,0.033,0.026,0.019,0.013,0.019,0.091,0.379,0.197,0.147,0.098,0.087,0.82988591,116,
150,809,1133,1.400494438,1230.102902,1.520522747,204907.75,0.22,1.788,1.493,14.83670869,0.283,0.144,0.104,0.079,0.066,0.057,0.049,0.041,0.045,0.043,0.043,0.046,0.063,0.314,0.213,0.148,0.103,0.159,0.806848472,117,
152,905,1077,1.190055249,1178.651715,1.302377586,227663.167,0.23,1.829,1.505,14.9106118,0.303,0.151,0.078,0.048,0.037,0.031,0.034,0.043,0.058,0.072,0.068,0.077,0.056,0.267,0.158,0.112,0.128,0.279,0.752941176,118,
153,988,1417,1.434210526,1513.744063,1.532129619,125618.25,0.09,1.68,1.414,14.35044809,0.415,0.166,0.103,0.08,0.067,0.056,0.04,0.027,0.017,0.011,0.007,0.011,0.08,0.426,0.235,0.153,0.066,0.042,0.818063888,119,
159,935,1158,1.238502674,1243.295515,1.329727823,197693.333,0.18,1.829,1.481,14.89451662,0.344,0.144,0.072,0.048,0.037,0.034,0.032,0.034,0.037,0.044,0.061,0.115,0.065,0.337,0.145,0.093,0.094,0.266,0.719597712,120,
160,803,1010,1.257783313,1036.171504,1.290375472,175429.917,0.22,1.794,1.473,14.50214151,0.272,0.15,0.095,0.078,0.062,0.049,0.047,0.052,0.06,0.062,0.05,0.024,0.064,0.287,0.199,0.156,0.13,0.163,0.852852853,121,
161,787,903,1.147395172,966.2506596,1.227764498,215932.833,0.3,1.835,1.502,14.69203419,0.247,0.138,0.092,0.069,0.056,0.05,0.045,0.045,0.043,0.045,0.064,0.105,0.051,0.267,0.189,0.133,0.106,0.254,0.785546613,122,
162,1199,1435,1.196830692,1414.799472,1.179982879,355843.5,0.21,1.766,1.547,15.29127756,0.294,0.172,0.117,0.082,0.065,0.055,0.05,0.045,0.042,0.036,0.023,0.019,0.061,0.349,0.211,0.151,0.115,0.113,0.79182442,123,
163,945,1259,1.332275132,1292.108179,1.367310243,277142.083,0.23,1.821,1.519,15.13609298,0.268,0.14,0.094,0.071,0.059,0.053,0.045,0.043,0.045,0.05,0.057,0.076,0.061,0.281,0.182,0.136,0.109,0.231,0.736772258,124,
164,906,1234,1.362030905,1302.662269,1.437817074,217102.083,0.19,1.827,1.481,15.15127434,0.318,0.139,0.077,0.053,0.046,0.04,0.035,0.035,0.038,0.044,0.056,0.117,0.069,0.292,0.162,0.109,0.097,0.272,0.71408355,125,
165,867,1034,1.192618224,1057.279683,1.21946907,183481.75,0.2,1.783,1.476,14.91023407,0.345,0.15,0.082,0.056,0.052,0.061,0.063,0.063,0.05,0.035,0.026,0.019,0.055,0.321,0.188,0.174,0.142,0.12,0.711922812,126,
167,1156,1088,0.941176471,1220.868074,1.056114251,334600.75,0.27,1.839,1.56,14.98603981,0.254,0.143,0.091,0.06,0.047,0.042,0.042,0.039,0.044,0.056,0.088,0.095,0.063,0.275,0.162,0.119,0.105,0.275,0.794859921,127,
168,860,1027,1.194186047,1084.984169,1.261609499,193050.667,0.22,1.806,1.484,14.66087494,0.275,0.137,0.095,0.076,0.067,0.06,0.052,0.051,0.047,0.047,0.049,0.043,0.059,0.292,0.186,0.137,0.126,0.199,0.756953073,128,
169,688,850,1.235465116,869.944591,1.264454347,108372.417,0.19,1.769,1.403,14.38864052,0.272,0.152,0.096,0.076,0.07,0.061,0.051,0.05,0.055,0.051,0.038,0.028,0.067,0.288,0.212,0.156,0.143,0.133,0.754936121,129,
170,702,983,1.4002849,1033.532982,1.472269204,143305.417,0.21,1.791,1.442,14.63844828,0.309,0.144,0.084,0.061,0.055,0.051,0.043,0.045,0.053,0.047,0.045,0.063,0.071,0.289,0.172,0.142,0.129,0.198,0.729547808,130,
171,1225,1325,1.081632653,1509.78628,1.232478596,268688.167,0.17,1.738,1.507,15.26454581,0.356,0.17,0.11,0.082,0.069,0.06,0.056,0.041,0.022,0.012,0.007,0.014,0.063,0.4,0.23,0.153,0.085,0.069,0.798038775,131,
172,951,1188,1.249211356,1222.187335,1.285160184,177068.583,0.16,1.738,1.467,14.74409034,0.356,0.177,0.11,0.073,0.048,0.036,0.033,0.035,0.039,0.034,0.029,0.031,0.088,0.367,0.222,0.12,0.084,0.119,0.833407015,132,
173,1226,1247,1.017128874,1545.406332,1.260527188,324840.5,0.21,1.763,1.537,15.22253618,0.31,0.161,0.11,0.092,0.074,0.061,0.052,0.044,0.038,0.027,0.018,0.014,0.054,0.346,0.253,0.167,0.103,0.077,0.768702979,133,
174,1088,1114,1.023897059,1206.356201,1.108783273,305597.583,0.25,1.837,1.544,15.09457857,0.282,0.138,0.083,0.06,0.05,0.043,0.044,0.045,0.045,0.049,0.076,0.085,0.057,0.298,0.161,0.114,0.115,0.255,0.758837662,134,
175,927,1104,1.190938511,1131.158311,1.220235503,314680.083,0.31,1.846,1.552,14.93871467,0.247,0.134,0.089,0.066,0.061,0.049,0.041,0.036,0.04,0.051,0.072,0.115,0.053,0.275,0.174,0.125,0.107,0.266,0.797709521,135,
176,884,903,1.021493213,1017.701847,1.151246433,269187.417,0.34,1.851,1.529,14.6653162,0.234,0.129,0.09,0.072,0.059,0.049,0.04,0.04,0.043,0.048,0.076,0.12,0.049,0.259,0.176,0.127,0.099,0.291,0.818642412,136,
177,789,1275,1.615969582,1265.722955,1.604211603,146623.417,0.15,1.717,1.432,14.70494757,0.352,0.168,0.112,0.088,0.081,0.065,0.047,0.03,0.019,0.012,0.011,0.014,0.085,0.383,0.221,0.135,0.097,0.079,0.825132658,137,
178,1035,1100,1.062801932,1255.168865,1.212723541,287506.917,0.25,1.815,1.535,15.03590592,0.308,0.153,0.099,0.066,0.049,0.042,0.038,0.034,0.031,0.041,0.065,0.073,0.061,0.327,0.178,0.12,0.091,0.222,0.76451334,138,
179,924,1287,1.392857143,1416.118734,1.532596032,343785.917,0.29,1.83,1.547,15.31548144,0.255,0.128,0.092,0.072,0.062,0.051,0.048,0.043,0.044,0.047,0.063,0.095,0.053,0.271,0.173,0.141,0.109,0.252,0.809370529,139,
180,919,1567,1.705114255,1588.941953,1.728990155,272760.75,0.19,1.775,1.516,15.61696616,0.303,0.17,0.111,0.085,0.063,0.055,0.044,0.039,0.038,0.034,0.031,0.029,0.069,0.335,0.222,0.151,0.105,0.117,0.716189378,140,
181,995,1298,1.304522613,1405.564644,1.412627783,206503.167,0.16,1.73,1.48,15.20655906,0.328,0.18,0.12,0.086,0.064,0.054,0.044,0.034,0.025,0.021,0.023,0.022,0.082,0.375,0.242,0.15,0.075,0.076,0.78200064,141,
182,1022,1370,1.340508806,1617.965699,1.583136692,210129.917,0.15,1.719,1.477,15.33058664,0.369,0.177,0.115,0.082,0.064,0.052,0.039,0.031,0.023,0.017,0.014,0.017,0.071,0.374,0.254,0.157,0.076,0.068,0.735489815,142,
183,957,1843,1.925809822,2042.76781,2.134553615,291405.75,0.17,1.791,1.521,15.78534109,0.343,0.159,0.096,0.072,0.065,0.066,0.057,0.043,0.029,0.021,0.016,0.032,0.084,0.37,0.19,0.104,0.09,0.161,0.69581749,143,
184,1000,1237,1.237,1300.023747,1.300023747,214747.583,0.17,1.774,1.49,15.17666406,0.33,0.152,0.087,0.066,0.057,0.053,0.056,0.057,0.051,0.039,0.023,0.03,0.069,0.308,0.201,0.156,0.133,0.133,0.775331412,144,
185,1171,1379,1.177625961,1565.195251,1.336631299,166533.667,0.1,1.696,1.445,14.79312274,0.434,0.19,0.097,0.065,0.046,0.036,0.03,0.025,0.022,0.018,0.015,0.021,0.086,0.419,0.227,0.121,0.075,0.071,0.834306297,145,
186,794,1056,1.329974811,1284.192612,1.617371048,116401.75,0.14,1.678,1.416,14.3512198,0.446,0.209,0.111,0.073,0.049,0.034,0.024,0.019,0.012,0.007,0.007,0.008,0.068,0.517,0.223,0.11,0.052,0.029,0.841060866,146,
188,1222,1181,0.966448445,1253.849604,1.026063506,365449.917,0.25,1.819,1.562,15.15740526,0.28,0.141,0.103,0.082,0.064,0.051,0.045,0.042,0.039,0.039,0.047,0.067,0.057,0.297,0.197,0.144,0.108,0.197,0.832050871,147,
190,1191,1443,1.211586902,1516.382586,1.273201164,358031.667,0.21,1.783,1.551,15.56705682,0.293,0.162,0.101,0.073,0.059,0.053,0.053,0.052,0.05,0.042,0.033,0.029,0.063,0.329,0.197,0.164,0.119,0.127,0.77581279,148,
191,1225,1543,1.259591837,1619.28496,1.321865274,557129.75,0.29,1.826,1.608,15.60909496,0.242,0.167,0.113,0.084,0.067,0.057,0.046,0.038,0.036,0.043,0.057,0.05,0.048,0.313,0.203,0.138,0.106,0.192,0.786763519,149,
194,1153,1351,1.171725932,1430.630607,1.240789772,330727.25,0.21,1.786,1.541,15.54912087,0.297,0.163,0.109,0.077,0.062,0.055,0.044,0.043,0.041,0.04,0.035,0.035,0.074,0.326,0.216,0.144,0.109,0.132,0.773936699,150,
195,1223,855,0.699100572,1240.656992,1.014437442,386235.833,0.37,1.841,1.579,15.13930793,0.219,0.132,0.098,0.08,0.07,0.063,0.058,0.053,0.051,0.054,0.06,0.063,0.047,0.257,0.187,0.162,0.131,0.216,0.825271928,151,
196,1228,1270,1.034201954,1379.17942,1.123110276,326089.833,0.21,1.763,1.541,15.15930802,0.326,0.177,0.106,0.083,0.067,0.058,0.051,0.039,0.029,0.021,0.02,0.022,0.06,0.373,0.227,0.152,0.098,0.09,0.847458453,152,
197,1030,1198,1.163106796,1687.886544,1.6387248,164988.25,0.13,1.74,1.444,15.17297643,0.34,0.16,0.111,0.093,0.073,0.054,0.05,0.041,0.029,0.022,0.013,0.014,0.08,0.342,0.239,0.162,0.089,0.088,0.752378121,153,
198,953,1273,1.335781742,1431.949868,1.502570691,227657.417,0.19,1.798,1.49,15.27567322,0.318,0.165,0.093,0.059,0.04,0.033,0.034,0.044,0.056,0.065,0.055,0.039,0.075,0.313,0.178,0.111,0.123,0.201,0.779473726,154,
199,1225,1140,0.930612245,1347.51715,1.100014,518345.583,0.37,1.85,1.617,15.3528591,0.21,0.146,0.103,0.079,0.062,0.053,0.05,0.051,0.053,0.056,0.06,0.077,0.039,0.257,0.205,0.147,0.13,0.222,0.83945534,155,
200,1008,1317,1.306547619,1470.208443,1.458540122,311741.333,0.23,1.823,1.531,15.46806016,0.307,0.141,0.083,0.063,0.053,0.046,0.042,0.042,0.051,0.059,0.052,0.059,0.065,0.292,0.179,0.129,0.124,0.212,0.744840764,156,
201,1188,1314,1.106060606,1427.992084,1.202013539,286993.583,0.18,1.794,1.521,15.42098243,0.289,0.157,0.106,0.081,0.066,0.055,0.049,0.048,0.051,0.042,0.029,0.027,0.066,0.291,0.192,0.167,0.136,0.148,0.766078281,157,
202,1011,1374,1.359050445,1459.654354,1.443772852,228891.25,0.16,1.768,1.493,15.37481305,0.355,0.163,0.094,0.068,0.05,0.04,0.039,0.043,0.046,0.042,0.034,0.027,0.083,0.364,0.189,0.128,0.104,0.131,0.784016365,158,
C126,1247,1296,1.039294306,1468.889182,1.177938398,414373.917,0.26,1.832,1.569,15.30070471,0.281,0.16,0.102,0.071,0.055,0.042,0.038,0.035,0.034,0.042,0.061,0.081,0.061,0.303,0.182,0.116,0.101,0.236,0.839271513,159,
W001,1166,1140,0.977701544,1268.361478,1.087788574,311273.833,0.23,1.78,1.542,15.34497514,0.294,0.173,0.112,0.086,0.071,0.063,0.052,0.04,0.028,0.022,0.022,0.036,0.054,0.344,0.213,0.171,0.104,0.114,0.782831564,160,
W002,964,1285,1.332987552,1329.047493,1.378679972,218428.333,0.18,1.778,1.478,14.82657187,0.325,0.151,0.101,0.075,0.062,0.048,0.036,0.03,0.035,0.045,0.048,0.045,0.066,0.327,0.179,0.141,0.108,0.179,0.828042155,161,
W003,905,1069,1.18121547,1311.897098,1.449610053,129048.583,0.13,1.674,1.426,14.42099615,0.431,0.214,0.129,0.078,0.054,0.038,0.023,0.011,0.006,0.008,0.002,0.005,0.085,0.512,0.245,0.106,0.034,0.019,0.823095333,162,
W004,723,1178,1.629322268,1393.691293,1.927650474,164641.167,0.19,1.722,1.459,14.5873272,0.329,0.193,0.138,0.089,0.065,0.049,0.038,0.029,0.023,0.018,0.014,0.016,0.079,0.401,0.242,0.135,0.073,0.07,0.809159159,163,
W005,995,1404,1.411055276,1457.015831,1.464337519,236442,0.17,1.765,1.495,15.02609858,0.299,0.156,0.105,0.082,0.074,0.062,0.054,0.045,0.04,0.033,0.027,0.023,0.064,0.339,0.209,0.156,0.112,0.12,0.814824655,164,
W006,1226,1554,1.267536705,1986.039578,1.619934403,260719.667,0.14,1.744,1.504,15.05206986,0.38,0.19,0.107,0.065,0.047,0.04,0.039,0.038,0.036,0.025,0.018,0.016,0.072,0.398,0.217,0.13,0.095,0.087,0.808624201,165,
W008,928,1316,1.418103448,1426.672823,1.537362956,224695.583,0.18,1.767,1.49,14.85764411,0.351,0.147,0.086,0.064,0.052,0.049,0.053,0.058,0.052,0.04,0.027,0.021,0.067,0.339,0.197,0.156,0.121,0.12,0.827024759,166,
W010,1222,1312,1.073649755,1759.126649,1.439547176,328789.667,0.21,1.735,1.537,15.17985996,0.316,0.202,0.129,0.09,0.067,0.053,0.043,0.032,0.025,0.02,0.015,0.01,0.066,0.395,0.248,0.148,0.079,0.064,0.831060493,167,
W011,1181,1122,0.950042337,1367.306069,1.15775281,254815.167,0.19,1.727,1.523,14.96707584,0.331,0.198,0.13,0.09,0.068,0.054,0.042,0.028,0.018,0.012,0.012,0.019,0.079,0.383,0.24,0.145,0.081,0.072,0.841177342,168,
W013,836,1390,1.662679426,1464.931398,1.752310285,191967.167,0.17,1.745,1.469,14.76872048,0.321,0.166,0.104,0.077,0.065,0.06,0.05,0.045,0.034,0.024,0.022,0.031,0.084,0.345,0.214,0.145,0.098,0.114,0.838081192,169,
W014,1182,1323,1.11928934,1387.094987,1.173515217,386513.333,0.25,1.827,1.56,15.54539575,0.284,0.134,0.083,0.061,0.052,0.048,0.046,0.045,0.054,0.062,0.066,0.066,0.064,0.268,0.174,0.134,0.13,0.229,0.788011764,170,
W015,1164,1487,1.277491409,1536.171504,1.319734969,340276.25,0.2,1.806,1.541,15.50377729,0.291,0.141,0.092,0.073,0.063,0.059,0.055,0.054,0.052,0.049,0.037,0.035,0.061,0.307,0.193,0.156,0.128,0.154,0.788841658,171,
W019,1074,1137,1.058659218,1272.319261,1.184654806,205024.667,0.17,1.744,1.492,14.94316949,0.357,0.183,0.11,0.078,0.06,0.043,0.032,0.028,0.025,0.025,0.025,0.033,0.083,0.353,0.232,0.135,0.084,0.114,0.824175824,172,
W022,1225,1313,1.071836735,1396.329815,1.139861074,248337.5,0.15,1.735,1.502,14.9069776,0.355,0.19,0.102,0.069,0.059,0.055,0.052,0.042,0.028,0.016,0.012,0.019,0.059,0.403,0.223,0.156,0.093,0.067,0.821895297,173,
W023,1223,1191,0.973834832,1252.530343,1.024145824,357784,0.25,1.802,1.562,15.23915889,0.292,0.152,0.107,0.086,0.07,0.055,0.045,0.038,0.032,0.032,0.038,0.052,0.067,0.328,0.213,0.141,0.092,0.16,0.799824847,174,
W024,1014,1095,1.079881657,1392.372032,1.37314796,122165.583,0.11,1.653,1.424,14.44596409,0.456,0.189,0.118,0.081,0.048,0.032,0.023,0.018,0.012,0.008,0.006,0.009,0.103,0.5,0.227,0.093,0.043,0.034,0.838190184,175,
W025,1112,1514,1.361510791,1603.453826,1.441954879,403019.167,0.24,1.797,1.571,15.69404141,0.254,0.161,0.113,0.089,0.07,0.055,0.044,0.039,0.041,0.045,0.042,0.048,0.058,0.303,0.223,0.15,0.106,0.161,0.796236388,176,
W026,1170,1443,1.233333333,1555.960422,1.329880703,240179.167,0.14,1.718,1.496,15.31621622,0.335,0.185,0.108,0.091,0.083,0.068,0.049,0.032,0.023,0.012,0.007,0.008,0.07,0.367,0.262,0.175,0.083,0.043,0.749255952,177,
W027,1223,1449,1.184791496,1520.340369,1.243123769,288690.333,0.16,1.75,1.518,15.43653057,0.344,0.149,0.1,0.079,0.071,0.061,0.056,0.046,0.036,0.024,0.018,0.017,0.063,0.368,0.212,0.171,0.107,0.08,0.788245901,178,
W028,1229,1204,0.979658259,1277.596306,1.039541339,300039.583,0.2,1.794,1.533,15.1690679,0.359,0.16,0.099,0.065,0.045,0.041,0.036,0.035,0.036,0.036,0.039,0.049,0.07,0.338,0.2,0.12,0.087,0.186,0.821378505,179,
W030,1078,1250,1.159554731,1412.16095,1.309982328,319956.583,0.24,1.807,1.544,15.43960944,0.285,0.153,0.099,0.074,0.058,0.053,0.048,0.051,0.052,0.05,0.042,0.036,0.071,0.276,0.193,0.153,0.145,0.161,0.766737981,180,
W032,750,1486,1.981333333,1748.572559,2.331430079,217118.75,0.19,1.781,1.485,15.50815523,0.34,0.14,0.089,0.071,0.066,0.058,0.051,0.052,0.045,0.035,0.026,0.027,0.084,0.31,0.198,0.159,0.117,0.132,0.759488708,181,
W034,1214,1397,1.150741351,1457.015831,1.200177785,423417.833,0.25,1.84,1.571,15.66373986,0.264,0.144,0.093,0.071,0.053,0.045,0.043,0.045,0.046,0.044,0.059,0.093,0.051,0.273,0.177,0.126,0.111,0.262,0.738050484,182,
W037,1156,1190,1.029411765,1383.137203,1.19648547,477033.25,0.35,1.856,1.595,15.39307829,0.222,0.134,0.099,0.083,0.068,0.057,0.049,0.044,0.037,0.036,0.057,0.114,0.048,0.239,0.187,0.141,0.11,0.275,0.822564134,183,
W038,1228,1229,1.000814332,1278.915567,1.041462188,427588.167,0.28,1.845,1.581,15.26342109,0.277,0.151,0.094,0.071,0.057,0.046,0.039,0.034,0.035,0.041,0.063,0.093,0.057,0.288,0.174,0.122,0.098,0.262,0.821273758,184,
W039,827,1138,1.376058041,1302.662269,1.575165984,204935.333,0.22,1.798,1.493,15.13938169,0.287,0.136,0.089,0.064,0.054,0.054,0.061,0.066,0.071,0.062,0.036,0.019,0.065,0.285,0.182,0.151,0.163,0.155,0.737686038,185,
W040,808,920,1.138613861,970.2084433,1.200753024,225853.5,0.3,1.863,1.506,14.77667659,0.223,0.118,0.074,0.059,0.05,0.045,0.046,0.047,0.052,0.064,0.081,0.14,0.054,0.221,0.16,0.132,0.111,0.323,0.795643092,186,
W043,864,896,1.037037037,1055.960422,1.222176415,271408.75,0.35,1.849,1.531,14.72340121,0.249,0.136,0.097,0.072,0.059,0.052,0.046,0.038,0.035,0.044,0.068,0.104,0.048,0.283,0.184,0.129,0.1,0.256,0.805645009,187,
W044,979,1001,1.02247191,1078.387863,1.101519778,328698.917,0.34,1.86,1.556,14.92432163,0.214,0.132,0.091,0.068,0.058,0.053,0.054,0.057,0.054,0.051,0.063,0.106,0.046,0.245,0.166,0.127,0.109,0.306,0.811688839,188,
W048,1214,1416,1.166392092,1661.501319,1.368617232,211310.917,0.12,1.71,1.475,15.02416524,0.408,0.183,0.1,0.068,0.055,0.049,0.043,0.036,0.025,0.017,0.01,0.008,0.073,0.428,0.224,0.148,0.077,0.05,0.759224789,189,
W054,999,1442,1.443443443,1507.147757,1.508656414,308203.667,0.21,1.785,1.531,15.49465382,0.296,0.162,0.111,0.083,0.069,0.058,0.049,0.043,0.037,0.035,0.029,0.028,0.069,0.315,0.213,0.149,0.108,0.145,0.776378695,190,
W055,891,811,0.910213244,1145.670185,1.285825123,167497.083,0.23,1.779,1.457,14.34405237,0.4,0.258,0.143,0.078,0.047,0.035,0.018,0.009,0.004,0.002,0.001,0.003,0.058,0.408,0.256,0.14,0.085,0.053,0.841894504,191,
W056,909,917,1.00880088,1025.617414,1.128291985,232427.25,0.28,1.834,1.51,14.82370957,0.267,0.15,0.089,0.066,0.054,0.042,0.038,0.033,0.034,0.043,0.064,0.119,0.069,0.286,0.174,0.116,0.091,0.264,0.784990008,192,
W057,1334,1567,1.174662669,1664.139842,1.247481141,429143.583,0.21,1.763,1.571,15.51616084,0.289,0.169,0.127,0.091,0.067,0.054,0.048,0.041,0.034,0.03,0.024,0.026,0.06,0.349,0.236,0.157,0.099,0.099,0.778884853,193,
W058,923,1279,1.385698808,1439.865435,1.55998422,141271.917,0.12,1.736,1.437,14.98537423,0.354,0.174,0.118,0.098,0.078,0.057,0.042,0.025,0.017,0.014,0.012,0.013,0.094,0.403,0.24,0.153,0.064,0.045,0.697044335,194,
W059,878,1344,1.530751708,1373.902375,1.564809083,302959.75,0.26,1.818,1.53,15.23232519,0.29,0.148,0.098,0.074,0.055,0.042,0.038,0.039,0.039,0.044,0.058,0.076,0.071,0.294,0.181,0.131,0.099,0.224,0.788444345,195,
W060,1018,1330,1.306483301,1410.841689,1.385895568,186767.833,0.14,1.737,1.459,14.63999425,0.401,0.151,0.083,0.058,0.051,0.046,0.045,0.049,0.042,0.031,0.021,0.02,0.088,0.359,0.195,0.153,0.109,0.096,0.826090054,196,
W061,1092,1282,1.173992674,1314.53562,1.203787198,261686.5,0.19,1.798,1.507,15.23733916,0.312,0.157,0.11,0.073,0.051,0.036,0.032,0.033,0.036,0.045,0.052,0.064,0.074,0.336,0.191,0.1,0.091,0.207,0.832753923,197,
W063,899,1228,1.36596218,1273.638522,1.416728056,253648.583,0.23,1.803,1.505,15.18645517,0.294,0.17,0.104,0.074,0.056,0.048,0.04,0.032,0.036,0.043,0.049,0.053,0.063,0.326,0.197,0.125,0.101,0.187,0.75920484,198,
W065,1068,1376,1.288389513,1458.335092,1.365482296,328838.083,0.22,1.815,1.536,15.34729142,0.274,0.148,0.098,0.071,0.061,0.052,0.047,0.046,0.05,0.056,0.054,0.044,0.056,0.299,0.176,0.125,0.132,0.212,0.771373023,199,
W066,913,1192,1.30558598,1249.891821,1.368994327,274693.917,0.25,1.83,1.518,14.8848985,0.293,0.15,0.085,0.059,0.047,0.04,0.036,0.036,0.035,0.047,0.076,0.096,0.068,0.294,0.174,0.118,0.089,0.256,0.826178815,200,
