ID,PW,PH(V),PH(V)/PW,PH,PH/PW,SA,SA/PH(V)*PW,IFD,SFD,G_g,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,LD1,LD2,LD3,LD4,LD5,LD6,WC,IDNumber,Type
W068,1223,1409,1.152085037,1499.23219,1.225864424,376542.25,0.22,1.802,1.555,15.50429809,0.305,0.167,0.106,0.072,0.055,0.045,0.039,0.037,0.037,0.04,0.042,0.055,0.064,0.329,0.196,0.131,0.096,0.184,0.804220677,201,
W070,985,1352,1.372588832,1393.691293,1.414915018,227776.083,0.17,1.781,1.488,15.3699723,0.329,0.16,0.106,0.08,0.056,0.044,0.039,0.044,0.047,0.037,0.03,0.029,0.076,0.335,0.225,0.146,0.104,0.115,0.79161311,202,
W072,857,1137,1.32672112,1203.717678,1.404571386,215492.75,0.22,1.827,1.501,14.67709748,0.273,0.143,0.097,0.069,0.056,0.051,0.044,0.041,0.043,0.042,0.052,0.089,0.063,0.286,0.191,0.13,0.092,0.238,0.803744623,203,
W073,850,958,1.127058824,1025.617414,1.206608723,209042.917,0.26,1.849,1.498,15.008921,0.234,0.12,0.092,0.071,0.054,0.044,0.041,0.037,0.035,0.042,0.056,0.175,0.065,0.244,0.171,0.11,0.091,0.32,0.749919829,204,
W074,1231,1109,0.900893582,1352.794195,1.098939233,609413.75,0.45,1.849,1.637,15.52792453,0.182,0.134,0.105,0.09,0.077,0.069,0.061,0.054,0.05,0.048,0.061,0.071,0.044,0.283,0.209,0.144,0.112,0.207,0.810579449,205,
W075,1225,1362,1.111836735,1414.799472,1.154938345,359086.333,0.22,1.762,1.551,15.4407888,0.312,0.177,0.105,0.075,0.061,0.055,0.051,0.048,0.04,0.032,0.026,0.019,0.061,0.347,0.226,0.163,0.11,0.093,0.789129152,206,
W076,1113,1427,1.282120395,1464.931398,1.316200717,331164.833,0.21,1.812,1.538,15.4552956,0.311,0.141,0.09,0.069,0.052,0.043,0.039,0.038,0.048,0.059,0.059,0.052,0.065,0.304,0.179,0.128,0.109,0.214,0.752936349,207,
W077,1156,1304,1.128027682,1317.174142,1.139423999,317611.25,0.21,1.844,1.534,15.55701558,0.287,0.12,0.072,0.058,0.054,0.05,0.048,0.047,0.044,0.05,0.069,0.101,0.071,0.26,0.157,0.115,0.111,0.286,0.763188918,208,
W078,773,930,1.203104787,1020.340369,1.319974605,193967.5,0.27,1.84,1.484,14.55945105,0.261,0.134,0.095,0.075,0.057,0.046,0.039,0.037,0.042,0.045,0.069,0.1,0.055,0.271,0.195,0.124,0.088,0.267,0.812572669,209,
W079,992,1219,1.228830645,1276.277045,1.286569602,200007.75,0.17,1.782,1.472,15.10246994,0.319,0.15,0.098,0.072,0.056,0.048,0.047,0.042,0.04,0.039,0.036,0.053,0.084,0.306,0.175,0.139,0.117,0.18,0.748877883,210,
W080,797,1318,1.65370138,1333.005277,1.672528578,233367.917,0.22,1.812,1.497,15.42713069,0.281,0.149,0.099,0.069,0.058,0.055,0.051,0.047,0.042,0.043,0.046,0.06,0.067,0.308,0.185,0.134,0.113,0.194,0.716345104,211,
W083,858,1248,1.454545455,1289.469657,1.502878388,284742.667,0.27,1.838,1.519,14.94279847,0.269,0.129,0.084,0.066,0.055,0.044,0.044,0.038,0.038,0.047,0.076,0.11,0.054,0.266,0.174,0.121,0.108,0.277,0.79345973,212,
W084,961,1178,1.225806452,1248.572559,1.299243038,313161.083,0.28,1.826,1.546,15.16861837,0.272,0.144,0.1,0.076,0.06,0.047,0.038,0.035,0.034,0.038,0.058,0.097,0.06,0.308,0.185,0.127,0.085,0.235,0.776746345,213,
W085,741,1103,1.488529015,1117.965699,1.50872564,144830,0.18,1.78,1.445,14.75750874,0.329,0.147,0.081,0.067,0.056,0.052,0.052,0.061,0.056,0.041,0.031,0.027,0.07,0.296,0.204,0.164,0.118,0.148,0.754672018,214,
W086,932,984,1.055793991,1049.364116,1.125927163,160933.333,0.18,1.795,1.458,14.68840915,0.308,0.148,0.092,0.058,0.048,0.041,0.044,0.047,0.049,0.059,0.056,0.051,0.065,0.313,0.167,0.129,0.12,0.206,0.774750028,215,
W087,802,1003,1.250623441,1103.453826,1.375877588,175205.167,0.22,1.81,1.47,14.46526513,0.298,0.144,0.094,0.073,0.064,0.054,0.048,0.042,0.039,0.039,0.048,0.059,0.077,0.318,0.175,0.117,0.091,0.222,0.818871046,216,
W089,963,1300,1.349948079,1431.949868,1.486967672,257385.5,0.21,1.808,1.513,15.44075687,0.279,0.133,0.091,0.067,0.055,0.057,0.057,0.056,0.059,0.057,0.05,0.04,0.081,0.287,0.179,0.148,0.132,0.173,0.713789027,217,
W090,879,1304,1.483503982,1373.902375,1.563028868,210353.75,0.18,1.791,1.481,15.30217587,0.33,0.141,0.088,0.064,0.057,0.055,0.053,0.051,0.052,0.046,0.034,0.029,0.086,0.292,0.183,0.155,0.125,0.159,0.795143285,218,
W091,1224,1304,1.065359477,1674.693931,1.368213996,366482.75,0.23,1.763,1.554,15.49484674,0.321,0.192,0.123,0.085,0.067,0.049,0.038,0.032,0.03,0.023,0.018,0.021,0.064,0.357,0.218,0.146,0.106,0.109,0.794909268,219,
W092,1234,1431,1.159643436,1472.846966,1.193555078,495241.667,0.28,1.829,1.593,15.82267723,0.232,0.165,0.113,0.086,0.07,0.059,0.052,0.052,0.053,0.05,0.038,0.031,0.045,0.293,0.204,0.149,0.126,0.184,0.749536328,220,
W093,849,1222,1.4393404,1491.316623,1.756556682,204918.75,0.2,1.78,1.485,15.29962947,0.3,0.158,0.108,0.079,0.069,0.067,0.056,0.048,0.037,0.029,0.023,0.026,0.084,0.329,0.215,0.164,0.114,0.094,0.743412484,221,
W094,1019,1600,1.57016683,1644.350923,1.613690798,295294.25,0.18,1.809,1.523,15.39883426,0.332,0.142,0.079,0.054,0.041,0.038,0.037,0.039,0.047,0.066,0.078,0.046,0.074,0.326,0.151,0.106,0.119,0.224,0.779679662,222,
W095,1073,1474,1.373718546,1508.467018,1.405840651,355921.333,0.23,1.809,1.55,15.49736668,0.29,0.161,0.101,0.077,0.06,0.046,0.042,0.041,0.046,0.049,0.044,0.044,0.065,0.316,0.195,0.142,0.111,0.171,0.756192959,223,
W096,1195,1617,1.353138075,1668.097625,1.395897594,314495.75,0.16,1.81,1.534,15.43567393,0.3,0.138,0.085,0.063,0.05,0.045,0.045,0.048,0.056,0.067,0.065,0.037,0.075,0.295,0.168,0.128,0.132,0.201,0.77062412,224,
W097,1215,1343,1.105349794,1500.551451,1.235021771,365394.583,0.22,1.825,1.553,15.53007301,0.293,0.147,0.099,0.067,0.054,0.049,0.042,0.039,0.039,0.043,0.055,0.075,0.055,0.321,0.182,0.122,0.098,0.222,0.750589042,225,
W098,1228,1227,0.999185668,1377.860158,1.12203596,545623.167,0.36,1.855,1.615,15.56339851,0.199,0.13,0.102,0.084,0.071,0.062,0.057,0.053,0.048,0.046,0.058,0.09,0.051,0.24,0.178,0.144,0.119,0.267,0.787384899,226,
W099,1205,761,0.63153527,1480.762533,1.228848575,336857.667,0.37,1.809,1.557,15.12735071,0.241,0.194,0.136,0.101,0.074,0.059,0.048,0.039,0.031,0.025,0.025,0.027,0.046,0.309,0.229,0.165,0.115,0.136,0.836502153,227,
W100,1248,1310,1.049679487,1511.105541,1.210821748,692450.167,0.42,1.86,1.64,15.76363475,0.174,0.124,0.103,0.089,0.077,0.068,0.061,0.055,0.05,0.051,0.063,0.085,0.045,0.258,0.195,0.14,0.114,0.247,0.821968906,228,
W101,1200,1670,1.391666667,1708.994723,1.424162269,382799.917,0.19,1.797,1.557,15.65448649,0.336,0.138,0.084,0.063,0.054,0.051,0.049,0.048,0.05,0.053,0.041,0.032,0.071,0.311,0.186,0.142,0.128,0.162,0.72998325,229,
W103,1159,1241,1.070750647,1257.807388,1.085252276,346355,0.24,1.83,1.548,15.50085399,0.273,0.145,0.098,0.072,0.055,0.045,0.04,0.04,0.04,0.041,0.06,0.092,0.065,0.296,0.195,0.129,0.1,0.214,0.784657089,230,
W104,1217,1376,1.130649137,1385.775726,1.138681779,306252.333,0.18,1.78,1.529,15.09769619,0.314,0.171,0.113,0.076,0.055,0.048,0.048,0.051,0.052,0.04,0.023,0.009,0.065,0.349,0.195,0.147,0.133,0.111,0.783408385,231,
W105,1227,985,0.802770986,1454.377309,1.18531158,488704.75,0.4,1.844,1.607,15.42518526,0.196,0.164,0.125,0.093,0.074,0.064,0.06,0.056,0.049,0.04,0.037,0.044,0.038,0.282,0.206,0.166,0.129,0.178,0.838401567,232,
W106,1229,1268,1.031733116,1522.978892,1.239201702,385410.083,0.25,1.817,1.564,15.44295853,0.248,0.161,0.114,0.089,0.071,0.058,0.045,0.037,0.036,0.04,0.047,0.054,0.051,0.292,0.223,0.159,0.109,0.166,0.818809699,233,
W107,1151,1217,1.057341442,1322.451187,1.14895846,383284.5,0.27,1.839,1.567,15.20797027,0.248,0.145,0.098,0.072,0.06,0.05,0.044,0.04,0.039,0.043,0.067,0.093,0.067,0.276,0.185,0.127,0.096,0.249,0.836326542,234,
W108,1091,1526,1.398716774,1654.905013,1.516869856,291479.5,0.18,1.775,1.527,15.60163605,0.336,0.159,0.093,0.074,0.061,0.049,0.042,0.041,0.042,0.041,0.035,0.027,0.09,0.323,0.209,0.142,0.108,0.128,0.799199422,235,
W110,1135,1229,1.082819383,1327.728232,1.16980461,210399.917,0.15,1.767,1.487,14.7807429,0.325,0.157,0.1,0.073,0.062,0.057,0.058,0.058,0.048,0.033,0.019,0.01,0.066,0.334,0.208,0.174,0.13,0.088,0.814026581,236,
W112,1230,1485,1.207317073,1536.171504,1.248919922,315923.583,0.17,1.757,1.533,15.21951666,0.316,0.186,0.123,0.084,0.062,0.046,0.036,0.034,0.034,0.032,0.025,0.021,0.071,0.353,0.235,0.134,0.102,0.106,0.821897132,237,
W114,1205,1167,0.96846473,1491.316623,1.237607156,465086.083,0.33,1.843,1.598,15.39911939,0.207,0.147,0.119,0.097,0.084,0.074,0.061,0.047,0.038,0.038,0.043,0.044,0.054,0.31,0.215,0.162,0.105,0.153,0.827405381,238,
W116,838,1329,1.585918854,1691.844327,2.018907312,245644.333,0.22,1.785,1.501,14.99301055,0.297,0.15,0.091,0.074,0.06,0.059,0.058,0.054,0.051,0.044,0.034,0.03,0.057,0.309,0.199,0.156,0.136,0.143,0.828267886,239,
W118,992,924,0.931451613,972.8469657,0.980692506,146278.167,0.16,1.778,1.445,14.31840002,0.331,0.169,0.106,0.068,0.044,0.037,0.033,0.033,0.04,0.051,0.055,0.031,0.067,0.353,0.2,0.115,0.119,0.146,0.800411523,240,
W119,1209,1430,1.182795699,1621.923483,1.341541342,214768.417,0.12,1.681,1.478,14.73332516,0.348,0.187,0.135,0.1,0.077,0.054,0.037,0.026,0.014,0.008,0.006,0.008,0.068,0.429,0.251,0.156,0.062,0.034,0.868694183,241,
W120,925,1421,1.536216216,1450.419525,1.568021108,262484.417,0.2,1.793,1.51,15.15064429,0.313,0.167,0.103,0.065,0.048,0.04,0.033,0.03,0.03,0.038,0.057,0.076,0.068,0.333,0.19,0.116,0.085,0.207,0.777765832,242,
W122,1128,1397,1.238475177,1831.686016,1.62383512,320146,0.2,1.815,1.535,15.47222757,0.293,0.147,0.098,0.072,0.053,0.044,0.04,0.044,0.051,0.055,0.055,0.048,0.062,0.328,0.177,0.123,0.112,0.198,0.795156742,243,
W124,1222,1492,1.220949264,1544.087071,1.263573708,323140.667,0.18,1.759,1.537,15.42834995,0.335,0.174,0.096,0.063,0.053,0.051,0.054,0.051,0.044,0.036,0.023,0.019,0.082,0.35,0.203,0.143,0.115,0.107,0.808529156,244,
W125,1202,1068,0.888519135,1267.042216,1.054111661,285696.25,0.22,1.775,1.531,15.20662933,0.331,0.165,0.105,0.072,0.059,0.05,0.042,0.038,0.039,0.038,0.035,0.026,0.056,0.368,0.217,0.135,0.101,0.123,0.770510227,245,
W126,786,1333,1.695928753,1356.751979,1.726147556,198402.25,0.19,1.778,1.473,15.25834545,0.336,0.157,0.096,0.071,0.06,0.056,0.051,0.045,0.04,0.036,0.027,0.025,0.08,0.35,0.193,0.15,0.114,0.114,0.767812759,246,
W128,1065,1337,1.255399061,1478.124011,1.387909869,336428.75,0.24,1.809,1.543,15.28291767,0.263,0.163,0.119,0.084,0.057,0.042,0.033,0.031,0.034,0.04,0.051,0.085,0.067,0.312,0.208,0.12,0.087,0.207,0.821889963,247,
W131,1218,1636,1.34318555,1712.952507,1.406364948,388820.833,0.2,1.795,1.557,15.59761177,0.309,0.18,0.111,0.074,0.053,0.041,0.034,0.036,0.042,0.04,0.037,0.044,0.064,0.35,0.204,0.128,0.101,0.152,0.807260443,248,
W132,1040,1471,1.414423077,1500.551451,1.442837934,153783,0.1,1.7,1.436,15.10642235,0.396,0.176,0.111,0.085,0.061,0.046,0.035,0.024,0.019,0.015,0.013,0.018,0.093,0.401,0.239,0.134,0.07,0.062,0.728897017,249,
W133,1220,1509,1.236885246,1574.430079,1.290516458,297176.167,0.16,1.748,1.524,15.30879685,0.338,0.163,0.112,0.077,0.057,0.048,0.043,0.042,0.042,0.032,0.023,0.023,0.079,0.374,0.214,0.139,0.094,0.1,0.759204459,250,
W134,1210,1174,0.970247934,1455.69657,1.203055016,367799.833,0.26,1.82,1.556,15.26647052,0.261,0.183,0.123,0.093,0.071,0.054,0.044,0.036,0.034,0.035,0.035,0.03,0.06,0.339,0.226,0.146,0.098,0.131,0.841378605,251,
W135,1218,1099,0.902298851,1488.6781,1.222231609,548132.25,0.41,1.855,1.624,15.49057246,0.18,0.146,0.12,0.106,0.092,0.076,0.065,0.053,0.04,0.035,0.04,0.047,0.035,0.277,0.199,0.156,0.118,0.215,0.852173636,252,
W137,1028,1108,1.077821012,1243.295515,1.209431434,338610,0.3,1.849,1.562,15.06274659,0.242,0.137,0.091,0.069,0.059,0.047,0.04,0.037,0.036,0.041,0.066,0.134,0.053,0.265,0.183,0.121,0.095,0.283,0.795327858,253,
W138,648,938,1.447530864,991.3166227,1.529809603,147308,0.24,1.818,1.446,14.78250803,0.265,0.146,0.098,0.076,0.059,0.05,0.042,0.038,0.04,0.042,0.054,0.091,0.067,0.288,0.185,0.109,0.097,0.254,0.76391027,254,
W140,1228,1009,0.821661238,1261.765172,1.027496068,344259.833,0.28,1.794,1.56,15.18821212,0.28,0.17,0.125,0.088,0.062,0.051,0.046,0.045,0.043,0.037,0.029,0.023,0.065,0.345,0.209,0.143,0.114,0.124,0.81059827,255,
W142,1220,1608,1.318032787,1774.957784,1.454883429,354758.417,0.18,1.811,1.548,15.65765434,0.292,0.149,0.089,0.065,0.056,0.046,0.051,0.058,0.06,0.053,0.048,0.033,0.058,0.293,0.186,0.142,0.133,0.188,0.74492428,256,
W143,1121,1123,1.001784121,1255.168865,1.119686767,323785.5,0.26,1.842,1.555,15.08149206,0.278,0.136,0.092,0.074,0.064,0.061,0.052,0.044,0.042,0.046,0.053,0.058,0.054,0.278,0.191,0.143,0.124,0.21,0.847115705,257,
W144,1227,1314,1.070904645,1387.094987,1.130476762,622848.75,0.39,1.839,1.624,15.54506722,0.188,0.149,0.114,0.09,0.076,0.063,0.056,0.051,0.053,0.056,0.056,0.047,0.04,0.25,0.212,0.163,0.131,0.204,0.794613772,258,
W145,1252,959,0.765974441,1260.44591,1.006745935,492736.583,0.41,1.821,1.608,15.3913947,0.188,0.151,0.122,0.102,0.087,0.07,0.058,0.049,0.047,0.045,0.041,0.039,0.038,0.242,0.227,0.193,0.141,0.159,0.821132075,259,
W146,1069,1472,1.376987839,1457.015831,1.362970843,340150.333,0.22,1.796,1.547,15.44501574,0.311,0.161,0.098,0.068,0.051,0.041,0.041,0.045,0.052,0.056,0.045,0.032,0.077,0.327,0.196,0.122,0.116,0.162,0.832721254,260,
W147,980,1137,1.160204082,1238.01847,1.263284153,295490.75,0.27,1.835,1.542,15.17252506,0.262,0.144,0.092,0.068,0.054,0.045,0.045,0.043,0.045,0.047,0.066,0.089,0.055,0.276,0.173,0.133,0.104,0.259,0.785960214,261,
W148,1231,1298,1.054427295,1380.498681,1.121444907,475854.167,0.3,1.831,1.586,15.38710687,0.256,0.161,0.114,0.089,0.072,0.059,0.046,0.04,0.035,0.038,0.042,0.049,0.054,0.3,0.213,0.149,0.107,0.177,0.848746824,262,
W149,757,1121,1.480845443,1194.48285,1.577916578,197267.167,0.23,1.828,1.489,14.88603108,0.261,0.13,0.088,0.066,0.048,0.043,0.042,0.042,0.049,0.069,0.078,0.084,0.066,0.267,0.167,0.123,0.118,0.259,0.765873969,263,
W150,953,985,1.033578174,1048.044855,1.099732272,256253.833,0.27,1.839,1.523,14.7316032,0.245,0.138,0.097,0.071,0.06,0.052,0.043,0.038,0.036,0.037,0.053,0.13,0.061,0.26,0.191,0.123,0.097,0.268,0.81920874,264,
W151,762,980,1.286089239,1020.340369,1.339029356,156951.833,0.21,1.786,1.455,14.65735364,0.306,0.163,0.09,0.067,0.059,0.048,0.046,0.048,0.047,0.035,0.033,0.059,0.071,0.324,0.198,0.143,0.108,0.156,0.754990389,265,
W152,897,1101,1.227424749,1144.350923,1.275753538,252450.833,0.26,1.826,1.52,14.94077405,0.28,0.136,0.083,0.068,0.064,0.059,0.053,0.048,0.048,0.046,0.048,0.068,0.051,0.291,0.187,0.141,0.123,0.207,0.76966336,266,
W153,1032,953,0.923449612,1096.85752,1.062846434,244641.083,0.25,1.836,1.514,14.96380164,0.264,0.14,0.086,0.061,0.049,0.044,0.043,0.043,0.045,0.047,0.064,0.113,0.054,0.273,0.168,0.129,0.103,0.273,0.738377393,267,
W154,1004,1070,1.065737052,1116.646438,1.112197647,215627.417,0.2,1.787,1.499,14.86576833,0.311,0.137,0.096,0.081,0.064,0.06,0.057,0.052,0.044,0.039,0.03,0.029,0.064,0.314,0.193,0.177,0.125,0.127,0.724251497,268,
W155,826,1029,1.245762712,1067.833773,1.292776965,148464.25,0.17,1.801,1.446,14.66595521,0.291,0.126,0.073,0.064,0.062,0.062,0.058,0.055,0.063,0.062,0.052,0.032,0.077,0.279,0.168,0.139,0.129,0.209,0.697884554,269,
W157,987,1123,1.137791287,1189.205805,1.204869103,239085.5,0.22,1.814,1.512,15.02158173,0.316,0.144,0.084,0.058,0.045,0.042,0.041,0.045,0.047,0.055,0.064,0.059,0.063,0.317,0.171,0.124,0.119,0.206,0.778783784,270,
W158,1114,1154,1.035906643,1272.319261,1.142117829,278147.833,0.22,1.847,1.531,14.88691913,0.279,0.134,0.081,0.06,0.052,0.041,0.034,0.036,0.038,0.055,0.088,0.101,0.052,0.279,0.171,0.11,0.101,0.288,0.759464737,271,
W159,679,1080,1.590574374,1106.092348,1.629001986,175779.25,0.24,1.837,1.471,14.72499085,0.25,0.135,0.088,0.07,0.057,0.052,0.045,0.043,0.045,0.051,0.058,0.106,0.061,0.275,0.167,0.124,0.106,0.268,0.745142379,272,
W160,818,1055,1.289731051,1103.453826,1.348965557,181818.833,0.21,1.801,1.477,14.54567567,0.259,0.14,0.087,0.07,0.055,0.057,0.068,0.077,0.073,0.053,0.036,0.024,0.063,0.28,0.193,0.16,0.142,0.161,0.79110485,273,
W161,768,1025,1.334635417,1026.936675,1.33715713,149867.75,0.19,1.806,1.448,14.69761077,0.294,0.146,0.095,0.068,0.052,0.04,0.036,0.038,0.035,0.038,0.054,0.103,0.08,0.284,0.19,0.121,0.087,0.238,0.731077147,274,
W162,658,1019,1.548632219,1119.28496,1.701040973,189803.75,0.28,1.829,1.482,14.48415212,0.183,0.115,0.097,0.079,0.069,0.069,0.065,0.065,0.065,0.071,0.07,0.052,0.04,0.21,0.182,0.183,0.167,0.218,0.839105699,275,
W163,850,894,1.051764706,929.3113456,1.093307465,209318.333,0.28,1.846,1.496,14.91913441,0.249,0.126,0.085,0.064,0.052,0.041,0.038,0.048,0.056,0.068,0.076,0.098,0.054,0.234,0.175,0.132,0.127,0.279,0.711877395,276,
W165,683,954,1.396778917,1194.48285,1.748876793,151584.917,0.23,1.778,1.45,14.53059962,0.318,0.144,0.104,0.061,0.048,0.054,0.063,0.053,0.05,0.044,0.032,0.028,0.067,0.315,0.203,0.155,0.12,0.14,0.730726257,277,
W166,1025,1165,1.136585366,1420.076517,1.385440505,202929.667,0.17,1.738,1.481,14.88915022,0.343,0.163,0.108,0.08,0.064,0.06,0.054,0.045,0.036,0.025,0.014,0.008,0.065,0.378,0.221,0.162,0.112,0.063,0.747660536,278,
W167,1223,1239,1.013082584,1290.788918,1.055428388,362060.417,0.24,1.788,1.551,15.05114018,0.314,0.173,0.107,0.074,0.059,0.048,0.041,0.04,0.042,0.041,0.035,0.025,0.056,0.38,0.219,0.128,0.099,0.119,0.81701068,279,
W168,1149,961,0.83637946,1158.862797,1.008583809,341196.75,0.31,1.828,1.556,14.95318008,0.255,0.149,0.107,0.078,0.061,0.048,0.042,0.039,0.038,0.041,0.06,0.081,0.049,0.286,0.195,0.142,0.105,0.223,0.810846954,280,
W169,882,974,1.10430839,1044.087071,1.18377219,183918.75,0.21,1.794,1.479,14.77411325,0.315,0.153,0.1,0.071,0.05,0.038,0.034,0.036,0.037,0.038,0.044,0.084,0.079,0.319,0.187,0.115,0.094,0.206,0.781302698,281,
W170,789,925,1.172370089,970.2084433,1.229668496,215594.333,0.3,1.846,1.5,14.85757701,0.237,0.122,0.08,0.059,0.045,0.042,0.043,0.048,0.064,0.074,0.088,0.096,0.06,0.233,0.158,0.117,0.136,0.297,0.743355874,282,
W171,838,939,1.12052506,960.9736148,1.146746557,151069,0.19,1.801,1.45,14.68403126,0.301,0.124,0.075,0.067,0.066,0.06,0.055,0.063,0.065,0.056,0.04,0.029,0.074,0.27,0.183,0.152,0.127,0.195,0.723831301,283,
W172,1040,1067,1.025961538,1146.989446,1.102874467,350507.083,0.32,1.836,1.566,15.07841219,0.228,0.143,0.107,0.083,0.06,0.045,0.039,0.035,0.036,0.041,0.061,0.123,0.06,0.267,0.192,0.127,0.088,0.265,0.822515176,284,
W173,949,1257,1.32455216,1329.047493,1.400471542,177346.167,0.15,1.751,1.455,14.64317348,0.354,0.166,0.097,0.07,0.06,0.045,0.033,0.032,0.035,0.045,0.037,0.027,0.082,0.362,0.197,0.13,0.092,0.137,0.827645691,285,
W174,822,1076,1.309002433,1123.242744,1.366475358,179803.083,0.2,1.816,1.476,14.46024302,0.279,0.147,0.092,0.063,0.046,0.04,0.044,0.046,0.048,0.051,0.07,0.075,0.07,0.265,0.183,0.122,0.119,0.24,0.823191838,286,
W175,926,1151,1.242980562,1177.332454,1.271417337,214188.667,0.2,1.811,1.494,14.98205965,0.267,0.152,0.103,0.078,0.062,0.05,0.039,0.034,0.034,0.042,0.046,0.092,0.07,0.301,0.201,0.115,0.082,0.231,0.822952542,287,
W176,992,1164,1.173387097,1235.379947,1.245342689,337284.583,0.29,1.859,1.554,14.97640108,0.254,0.133,0.081,0.066,0.053,0.049,0.044,0.042,0.04,0.046,0.071,0.123,0.049,0.281,0.169,0.127,0.095,0.279,0.786895911,288,
W178,1141,1093,0.957931639,1111.369393,0.974031019,371619.167,0.3,1.848,1.573,15.09031697,0.225,0.137,0.098,0.078,0.061,0.054,0.048,0.045,0.042,0.042,0.06,0.109,0.046,0.248,0.196,0.142,0.115,0.253,0.807597691,289,
W179,620,771,1.243548387,800.0237467,1.290360882,126866.75,0.27,1.842,1.425,14.66226166,0.243,0.122,0.078,0.063,0.059,0.056,0.051,0.049,0.053,0.063,0.061,0.103,0.06,0.239,0.169,0.133,0.118,0.282,0.770058104,290,
W180,947,993,1.048574446,1049.364116,1.108093048,180095.75,0.19,1.828,1.472,14.78207233,0.309,0.123,0.072,0.059,0.052,0.045,0.037,0.035,0.037,0.048,0.078,0.105,0.068,0.257,0.17,0.124,0.101,0.28,0.777977896,291,
W182,673,1014,1.506686478,1082.345646,1.608240188,177535.083,0.26,1.835,1.473,14.80375758,0.212,0.133,0.088,0.068,0.065,0.058,0.053,0.051,0.047,0.059,0.074,0.094,0.059,0.218,0.176,0.151,0.144,0.252,0.792340092,292,
W183,775,872,1.12516129,945.1424802,1.219538684,220842.083,0.33,1.823,1.505,14.69567378,0.3,0.145,0.091,0.069,0.061,0.054,0.046,0.038,0.035,0.035,0.048,0.08,0.066,0.302,0.194,0.134,0.097,0.207,0.793139474,293,
W184,901,845,0.937846837,974.1662269,1.081205579,192181.333,0.25,1.834,1.483,14.79514234,0.261,0.121,0.088,0.071,0.06,0.051,0.045,0.042,0.042,0.042,0.063,0.114,0.057,0.262,0.169,0.137,0.111,0.264,0.766640699,294,
W185,753,951,1.262948207,1005.828496,1.335761615,232484.833,0.32,1.861,1.511,14.63276536,0.245,0.132,0.084,0.057,0.046,0.039,0.036,0.033,0.034,0.046,0.097,0.152,0.058,0.247,0.148,0.107,0.088,0.351,0.784634689,295,
W186,726,1001,1.378787879,1114.007916,1.534446165,150378.167,0.21,1.782,1.451,14.54591736,0.275,0.149,0.097,0.069,0.06,0.057,0.055,0.056,0.051,0.047,0.046,0.038,0.07,0.298,0.196,0.14,0.127,0.169,0.754706019,296,
W187,923,1005,1.088840737,1219.548813,1.321287988,168218,0.18,1.795,1.465,14.65144315,0.259,0.151,0.099,0.073,0.055,0.05,0.058,0.063,0.067,0.06,0.036,0.03,0.064,0.266,0.189,0.165,0.158,0.158,0.748270078,297,
W188,840,1015,1.208333333,1054.641161,1.255525192,213386,0.25,1.832,1.499,15.02798705,0.28,0.137,0.08,0.058,0.047,0.041,0.035,0.04,0.043,0.046,0.075,0.118,0.069,0.256,0.174,0.122,0.105,0.274,0.747160203,298,
W189,783,987,1.260536398,1005.828496,1.284583009,193172.583,0.25,1.85,1.482,14.77185553,0.273,0.122,0.078,0.052,0.041,0.037,0.037,0.038,0.041,0.053,0.074,0.154,0.061,0.253,0.149,0.105,0.102,0.33,0.763405614,299,
W190,854,967,1.132318501,995.2744063,1.165426705,206056.833,0.25,1.836,1.492,14.84020582,0.25,0.126,0.082,0.059,0.052,0.049,0.048,0.05,0.051,0.058,0.083,0.093,0.06,0.244,0.16,0.138,0.137,0.261,0.796640457,300,
